Công ty,Năm,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155
14,2016,0,0,0,60179.583,17199.902,1700.373,0,0,0,0,0,2813.527,0,0,0,0,0,0,0,0,0,11523.48,11523.48,0,0,0,0,0,0,0,26942.301,60179.583,58180.238,449.626,40.543,167.933,1341.243,60179.583,19945.724,18772.48,21461.379,60179.583,4575.18,24347.643,1824.434,1103.567,28328.759,0,28698.369,26778.478,26916.591,17862.228,0,1810.613,7243.75,0,-138.113,1919.891,2664.875,0,0,42.38,0,2622.495,-744.984,-744.984,59260.842,11021.818,48049.367,0,82.036,107.621,59260.842,0,0,0,30605.463,28655.379,5291.792,3793.705,36.892,1395.938,0,1395.938,0,65.257,2665.553,2407.351,246.757,1.591,9.854,255.637,172.92,4.088,0,2.472,0,0,211.832,-84.829,-8.21,-17.943,0,0,-10.464,-14.229,24.814,57.68,261.363,0,0,0,-294.229,0,0,0,0,0,0,149.445,157.439,0,-0.149,0,-7.845,0,317.281,134.095,0,0,0,13.93,197.215,0,0,0,-24.459,0,-3.5,2092.628,31.005,1118.077,953.725,98.922,9.72,0,55.71,475.807,89.714,386.093,427.547,40.192,0,0,0
14,2017,0,0,0,79864.22,19787.655,1474.003,0,0,0,0,0,3042.694,0,0,0,0,0,0,0,0,0,4598.279,4598.279,0,0,0,0,0,0,0,50961.589,79864.22,76833.988,921.544,103.631,97.531,1907.526,79864.22,18349.147,21888.863,39626.21,79864.22,4630.664,19783.774,3726.689,1015.418,50707.675,0,25609.896,24734.804,24893.365,12452.281,0,6680.584,5760.5,0,-158.561,875.092,1570.47,0,0,42.38,0,1528.09,-695.378,-695.378,68377.753,11143.445,57013.431,0,158.083,62.794,68377.753,0,0,0,41693.951,26683.802,7252.564,5457.726,48.159,1642.608,0,1642.608,0,104.071,3796.588,3137.521,319.016,338.565,1.486,406.891,218.653,4.494,0,1.011,0,0,370.016,-114.872,0,-22.725,-1.494,0,-26.655,-21.537,-62.888,16.01,111.956,0,0,0,-190.854,0,0,0,0,0,0,161.34,181.813,0,-0.025,0,-20.448,0,126.763,131.176,0,0,0,20.943,8.856,0,0,0,-29.412,0,-4.8,2334.457,24.42,1324.02,1132.6,126.316,13.505,0,51.599,548.913,90.903,458.01,378.055,48.37,10.679,0,0
14,2018,0,0,0,96138.735,16818.945,1592.815,0,0,0,0,0,2587.311,0,0,0,0,0,0,0,0,0,3274.619,3274.619,0,0,0,0,0,0,0,71865.045,96138.735,92543.983,1173.101,242.532,386.23,1792.889,96138.735,14516.45,24226.138,57396.147,96138.735,3173.578,18665.272,3123.877,60.385,71115.623,0,28577.76,28535.38,28676.423,15700.272,0,8416.151,4560,0,-141.043,42.38,42.38,0,0,42.38,0,0,0,0,84862.629,12126.6,72437.102,0,194.092,104.835,84862.629,0,0,0,57772.237,27090.392,10085.843,8059.783,51.878,1774.903,0,1774.903,0,199.279,5260.35,4154.13,510.256,576.6,19.364,734.745,335.239,4.709,0,1.772,239.888,0,445.326,-155.685,0,-29.408,-4.245,0,-80.189,-22.662,-25.871,64.875,79.388,0,0,0,-170.134,0,0,0,0,0,0,35.757,34.364,0,-0.424,0,1.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689.716,26.926,1639.419,1639.419,0,0,0,0,548.387,0,548.387,409.256,66.565,-0.837,0,0
14,2019,0,0,0,129199.808,21876.792,1937.654,0,0,0,0,0,1595.774,0,0,0,0,0,0,0,0,0,2537.965,2537.965,0,0,0,0,0,0,0,101251.623,129199.808,125224.676,1438.59,406.826,372.158,1757.558,129199.808,21504.645,26399.499,81295.664,129199.808,1969.703,20430.116,1729.936,46.287,105023.766,0,27841.993,27799.613,27882.169,9774.078,0,15089.591,3018.5,0,-82.556,42.38,42.38,0,0,0,0,42.38,0,0,122357.044,13669.515,108318.827,0,311.532,57.17,122357.044,0,0,0,90715.621,31641.423,13861.218,11572.591,136.972,1767.553,0,1767.553,0,384.102,7648.003,6250.636,491.107,890.054,16.206,1797.3,552.324,4.406,0,1.902,1111.629,0,567.922,-217.901,0,-41.047,-18.089,0,-139.726,-24.12,-121.708,30.928,235.993,0,0,0,-388.629,0,0,0,0,0,0,37.147,79.257,0,-0.597,0,-41.513,0,224.362,240.856,0,0,0,38.862,7.835,0,0,0,-62.335,0,-0.856,3437.1,31.176,2276.053,2276.053,0,0,0,0,620.637,0,620.637,406.275,93.967,8.992,0,0
14,2020,0,0,0,169520.235,28640.644,2050.751,0,0,0,0,0,1738.857,0,0,0,0,0,0,0,0,0,1819.126,1819.126,0,0,0,0,0,0,0,135270.857,169520.235,164034.824,2527.966,566.114,796.884,1594.447,169520.235,35797.729,25381.291,108341.215,169520.235,2666.622,26000.259,438.991,33.759,140380.604,0,41465.854,41423.474,41411.474,11694.9,0,27984.574,1732,12,-94,42.38,42.38,0,0,0,0,42.38,0,0,150349.095,17885.854,132051.936,0,351.05,60.255,150349.095,0,0,0,108001.008,42348.087,17437.106,15471.322,84.207,1838.665,0,1838.665,0,42.912,8940.999,7180.106,308.973,1428.824,23.096,2388.675,891.415,4.767,0,1.736,1217.277,0,836.784,-292.436,0,-57.395,-8.695,-25.912,-161.526,-17.34,20.789,88.929,191.03,0,0,0,-259.17,0,0,0,0,0,0,25.24,126.017,0,-97.316,0,-3.461,0,282.762,214.138,0,0,0,52.214,95.936,0,0,0,-79.085,0,-0.441,4464.872,32.432,3232.366,3232.366,0,0,0,0,702.733,90.422,612.311,374.117,130.767,-7.543,0,0
14,2021,,,,201516.754,29155.532,1523.922,0,0,0,0,0,3027.172,0,0,0,0,0,0,0,0,0,1921.844,1921.844,0,0,0,0,0,0,0,165888.284,201516.754,191557.743,5288.853,1747.352,1603.696,1319.11,201516.754,53900.142,21702.85,125913.762,201516.754,4468.007,21496.971,755.959,23.888,174771.929,0,44737.181,44695.119,44714.514,6851.259,100.109,35177.146,2586,0,-19.4,42.062,42.38,0,0,0,0,42,0,0,173564.89,27953.339,145314.424,0,160.087,137.04,173564.89,0,0,0,114493.397,59071.493,20975.011,19150.412,165.316,1627.775,0,1627.775,0,31.508,9158.864,7093.1,277.644,1762.384,25.736,2741.952,1247.291,0,0,0,1196.06,0,1077.349,-404.677,0,-132.08,-13.371,-37.37,-174.369,-16.881,-86.748,106.602,161.927,0,0,0,-355.277,0,0,0,0,0,0,196.796,221.997,0,-91.985,0,65.774,1.01,220.99,215.358,0,0,0,43.713,21.333,0,0,0,-50.766,0,-8.648,5281.843,38.637,3593.892,3593.892,0,0,0,0,942.461,117.749,824.712,499.743,158.915,48.195,0,0
14,2022,,,,231944.016,7677.151,234.343,9085.351,7151.325,1471.782,64.83,397.414,1535.921,204012.797,0,0,36.038,36.954,155.326,0,203356.464,428.015,1773.849,1659.163,114.686,917.418,399.82,517.598,1995.786,1230.298,3481.102,0,231944.016,216102.238,10154.939,1540.756,1709.696,2436.387,231944.016,66863.592,18345.796,146734.628,231944.016,3732.889,19610.801,862.656,14.799,207721.897,0.974,40278.72,40236.658,40250.383,5887.731,0,32532.652,1830,,-13.725,42.062,42.38,0,0,0,0,42,0,0,200123.94,27290.753,172559.966,0,204.45,68.771,200123.94,0,0,0,139054.165,61069.775,27509.339,24931.846,773.71,1753.906,0,1753.906,0,49.877,12546.784,9714.026,808.73,1978.962,45.066,3188.381,2109.874,0,0,0,1302.9,0,1116.196,-760.216,0,-213.889,-1.338,-150.665,-193.753,-20.728,-275.032,504.098,390.073,0,0,-434.768,-734.435,0,0,0,0,0,0,-175.843,58.556,0,-240.069,0,5.67,0,354.882,376.831,0,0,0,14.335,17.2,0,0,0,-50.013,0,-3.471,6197.114,58.809,4082.383,4082.383,0,0,0,0,1210.368,144.843,1065.525,669.316,176.203,0.035,0,0
14,2023,,,,266345.545,9155.453,552.157,17311.707,13400.505,2639.419,80.133,1191.65,1958.665,221677.009,0,0,39.999,25.504,160.468,0,221173.672,277.366,2175.998,1932.668,243.33,909.529,362.07,547.459,1673.708,1198.526,9732.793,0,266345.545,243146.729,14824.225,2479.317,3697.136,2198.138,266345.545,102695.749,15123.396,148526.4,266345.545,5272.638,35366.132,905.449,0.033,224800.918,0.375,60988.364,60954.778,60956.278,12262.48,0,47968.798,725,,-1.5,33.586,42.38,0,42.38,0,0,,-8.794,,236577.266,31229.736,204957.937,0,333.686,55.907,236577.266,0,0,0,170334.685,66242.581,35567.669,30951.168,632.057,3939.794,0,3939.794,0,44.65,18207.116,15189.678,1483.083,1492.131,42.224,3326.781,2359.965,0,0,0,879.783,0,1561.549,-1010.707,0,-154.51,-10.542,-102.879,-175.303,-20.575,548.47,411.784,1115.821,0,0,-214.733,-764.402,0,0,0,0,0,0,129.73,187.808,0,-61.827,0,12.225,-8.476,791.614,692.749,0,0,0,59.265,98.2,0,0,0,-28.332,0,-30.268,6610.743,58.069,4350.225,4350.225,0,0,0,0,1290.219,165.965,1124.254,708.544,203.686,0,0,0
14,2024,,,,324009.713,23755.78,875.303,25712.204,19648.895,3935.354,133.07,1994.885,3402.17,233697.77,0,0,74.935,42.897,298.338,0,233183.844,97.756,9806.074,9208.267,597.807,2023.26,735.418,1287.842,5695.936,1354.475,17686.741,0,324009.713,301905.639,10730.56,2305.497,2670.58,6397.437,324009.713,142051.273,20244.697,161713.743,324009.713,7776.642,58132.149,3514.605,0,254572.871,13.446,50344.312,50344.312,50345.812,9933.479,0,39862.333,550,,,,42.38,,,,,,-42.38,,276308.322,38534.487,237300.951,0,399.777,73.107,276308.322,0,0,0,194754.588,81553.734,32442.938,28688.072,1090.191,2616.09,0,2616.09,0,48.585,15692.526,12696.554,1849.522,1112.775,33.675,1765.459,2401.066,0,0,0,447.037,0,354.824,-960.341,0,-135.448,-48.853,-56.682,-176.27,-59.874,500.968,538.06,1442.68,0,0,-348.962,-1130.81,0,0,0,0,0,0,247.967,421.004,0,-139.451,0,0,-33.586,1300.5,1247.253,0,0,0,215.834,55.577,0,0,0,-187.066,0,-31.098,7211.292,66.023,4708.481,4708.481,0,0,0,0,1390.001,186.535,1203.466,804.696,242.091,0,0,0
15,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2016,0,0,0,38506.723127255,7477.511264479,1031.544287444,5825.956496989,3935.300125478,1723.322582858,24.827860063,142.50592859,6685.725355014,5650.879713813,0,31.485489495,91.993399225,66.824910903,518.520327297,82.248262279,764.488449226,4095.318875388,3922.05074463,3840.181843741,81.868900889,448.907850855,156.923563029,291.984287826,5095.014436111,1773.339155025,595.793822895,0,38506.723127255,36936.966661835,894.257113257,105.821757194,94.852415726,474.825179243,38506.723127255,12095.557076751,12024.517781788,14386.648268716,38506.723127255,958.896771694,21885.968321229,266.101855796,342.513199055,15052.657929491,0.58504999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43063.985057813,42920.84022912,0,0.018518216,143.126310477,0,43063.985057813,3130.292652285,8629.687960365,471.079035003,28387.354960661,2445.570449499,4040.605954179,2973.233452454,82.868762684,926.970871305,,926.970871305,0,57.532867736,2379.925934113,2178.051689656,154.998261545,13.862208862,33.01377405,97.511130746,23.546097658,2.936920093,0,0,5.606304661,0,100.221753771,-9.801431653,-0.866399926,-0.56090884,-0.092541906,0,-12.420424304,-11.058238808,-3.005136267,59.267760788,51.754784464,0.33182112,0,-36.526199103,-77.12728768,-0.706015856,0,0,0,0,0,-0.261534284,85.887897169,0,-93.341931453,0,7.1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.027008638,4.035702801,324.21074573,241.823383275,46.33242799,1.283726955,0,34.77120751,239.685647198,45.610746707,194.074900491,440.475000058,32.619912851,0,0,0
15,2017,0,0,0,48182.976683825,9023.110531137,1454.348605296,8134.737634094,6266.890246931,1681.79602249,35.685394872,150.365969801,8581.262527231,8523.688900749,0,13.1308034,168.097487091,61.113364199,573.05325019,76.703026665,2149.160880875,5482.430088329,4094.852618078,4020.617311962,74.235306116,360.184967361,264.871644297,95.313323064,4423.443894553,2779.1780424,808.168962926,0,48182.976683825,46732.0672874,586.335354898,162.410019608,130.311394024,571.852627895,48182.976683825,15392.983584209,15009.729045392,17780.264054224,48182.976683825,187.479066152,26216.500555388,3296.11280161,114.564863588,18368.319397087,0,16446,16093,16093,14558,0,1109,361,66,-57,411,411,0,0,0,0,728,-317,-317,53205.792395177,4966.280391653,48047.642915305,0,181.159202651,10.709885568,53205.792395177,3389.733387371,14.421803203,783.478670361,33871.371955526,15146.786578716,5612.708027276,4276.621612777,143.44988664,1120.39547854,,1120.39547854,0,72.241049319,3211.564137126,2882.59513073,132.257858894,149.450050923,47.261096579,195.619962173,36.211127769,4.708738735,0,0,19.91084408,0,176.683856162,-12.368932461,-0.501702462,-1.285880633,-0.776781502,0,-15.11673265,-11.844574865,46.999721794,75.61248978,127.753947034,0.034454791,0,-8.631745964,-147.667851792,-0.101572055,0,14.777345406,14.777345406,0,0,48.694519051,252.310922379,0,-159.484775342,0,-44.131627986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445.884669813,4.014641242,417.75686289,307.877201066,56.796836185,1.119554614,0,51.963271025,248.88597537,47.681122767,201.204852603,731.022747216,42.748305813,1.456137282,0,0
15,2018,0,0,0,56316.351513938,9514.45006505,1636.215801634,10278.547233701,8295.940610844,1982.606622857,0,0,7541.376156172,12621.457855801,0,0,0,0,777.71278213,0,5243.371304445,6600.373769226,3990.453081898,3990.453081898,0,0,0,0,4902.282783502,2463.215755169,1001.011985322,2367.340795689,56316.351513938,54162.864382633,865.159943794,432.4938684,180.204614472,675.628704639,56316.351513838,16777.356077909,17813.808266357,21725.187169572,56316.351513938,1244.095616376,31772.150973106,700.953124061,253.965834413,22345.185965982,0,24387.912715695,24387.912715695,24378.468921372,17551.490161668,0,5343.359057241,1483.619702463,65.554809147,-56.111014824,0,0,0,0,0,0,0,0,0,60362.575007,7751.734108825,52253.311518345,0,192.313217498,165.216162332,60362.575007,2837.744856989,17102.847671641,1757.743126164,36742.077630215,1922.161721991,7656.988766889,6053.100876972,228.195550916,1118.35143158,,1118.35143158,0,257.340907421,4221.019182442,3541.912874381,105.050590261,445.766766727,128.288951073,337.762358314,46.412356678,4.1427699,0,0,252.45840485,0,85.077850621,-18.256155227,-2.627336303,-0.606346733,-0.291818182,0,-2.437508895,-26.109858395,83.519035834,623.026205324,124.129520053,2.541828079,0,-523.868467642,-142.26832597,-0.04172401,0,24.327463984,24.327463984,0,0,939.235020184,937.343603984,0,-0.217611,0,2.1090272,0,194.893759741,119.157439779,148.7992495,62.371852822,12.547917428,0,8.463221491,0,-136.997488812,-0.196877474,0,0,-19.251554993,1869.767287781,0,623.416923074,470.483643911,106.056208843,1.961384273,0,44.915686047,291.970117935,61.078817972,230.891299963,911.065635039,51.059777641,-11.89,0,4.144834092
15,2019,496.581,496.581,0,71090.741071723,14203.471615622,2217.735433422,13071.65365988,7092.594962215,5979.058697665,0,0,7780.281474101,9895.458037079,0,0,0,0,625.049334334,0,7490.663357287,1779.745345458,5268.849858822,5268.849858822,0,0,0,0,5154.589033775,8242.987547895,2761.840363975,2493.874047152,71090.741071723,68538.435812901,1243.068444191,351.415095527,225.490821722,732.330897382,71090.741071723,19514.534127296,20459.094866511,31117.112077916,71090.741071723,1223.80019366,39795.347104579,618.122978114,104.776210979,29348.694584391,0,22873.713733332,22873.713733332,22868.572619583,14907.201876123,0,6500.008456155,1461.362287305,65.554809147,-60.413695398,0,0,0,0,0,0,0,0,0,69142.056294441,7934.611627064,60709.781127574,0,366.777814106,130.885725697,69142.056294441,2575.797821516,19297.504189261,1698.652215592,42741.28029494,2828.821773132,9638.359257256,7721.296727481,296.329892204,1336.425499524,,1336.425499524,0,284.307138047,5537.196484058,4226.45116444,351.978708157,717.750231634,241.016379827,545.797223084,55.421719644,3.220065075,0,0,387.293840092,0,171.462811402,-13.877986255,-1.011477566,-1.223721525,-1.099848519,0,-8.052801221,-46.335378043,114.400929022,66.45715537,220.182989882,0.382052674,0,-1.84994789,-170.769939856,-0.001381158,0,-6.424930001,-6.424930001,0,0,1093.550271643,1097.852952217,0,0,0,2.05619472,-6.358875294,764.452196124,230.238369106,41.203908455,40.51126135,0,0,506.838100527,0,-33.87606336,-3.169443787,0,0,-17.293936167,2449.236101393,0,794.934868878,613.418280007,116.784645693,3.833955043,0,60.897988135,368.972375236,83.09011985,285.882255386,1215.516513885,57.009399667,9.897812695,0,2.905131032
15,2020,929.4095,929.4095,0,89237.886166154,18794.596486211,2099.663011741,16379.864716691,7066.592576041,9313.27214065,0,0,9391.398251043,7537.781217861,0,0,0,0,735.299382465,0,5504.36413308,1298.117702316,7117.525860046,7117.525860046,0,0,0,0,6268.194676278,11230.993688104,2331.879699991,8085.988558188,89237.886166154,85018.855999477,2710.560469524,488.697139883,322.577135849,697.195421421,89237.886166154,21960.097717666,23864.544098978,43413.24434951,89237.886166154,1237.77194092,55173.04276313,548.965930397,86.33883295,32191.766698757,0,33588.023036072,33588.023036072,33541.63661864,24438.185983398,0,8494.190520404,609.260114838,65.554809147,-19.168391715,0,0,0,0,0,0,0,0,0,87171.375610769,10103.367889847,76712.467098124,0,310.898869483,44.641753315,87171.375610769,3985.463405062,29683.30152133,3019.050952189,46041.388074251,4442.171657937,10793.397261084,8834.045881483,157.333183634,1317.980389586,,1317.980389586,0,484.037806381,5811.686078906,4523.310334071,259.128930278,888.070985059,141.175829498,840.561444289,60.845921819,2.874652803,0,0,616.651775087,0,239.081362456,-11.009168587,-1.38706969,-0.964854553,-4.177210461,0,-2.245248941,-59.108715644,94.975111343,129.527222006,205.391860938,1.320410792,0,-22.467664145,-218.796718248,0,0,130.76895,132.63145,-1.8625,0,1751.95086409,1872.939586918,0,-162.234026511,0,41.245303683,0,210.997438677,157.003803154,83.521994999,0.002724964,0,0,83.202965035,0,-38.057490869,0,0,0,-74.676558606,2330.118602224,2.319426686,1550.209010147,1381.24054327,109.431859351,2.24764289,0,57.288964636,354.535082594,92.286802544,262.24828005,358.847047713,64.274805816,-0.066770732,0,0
15,2021,4565.00002,4565.00002,0,102050.733038455,22828.912786394,2327.239980365,17268.012857066,8072.388937232,9195.623919834,0,0,9440.80836935,7017.681723482,0,0,0,0,939.794836732,0,5200.487481312,877.399405438,6845.87635778,6845.87635778,0,0,0,0,9130.381959034,14556.254303636,6054.164780172,6581.399921176,102050.733038455,98364.606862235,2336.585998893,325.97316127,290.448984366,733.118031691,102050.733038455,24848.820191651,23358.567091763,53843.345755041,102050.733038455,921.945555317,62220.394336928,551.651754695,230.71448758,38126.026903935,0,40968.392205017,40968.392205017,40914.873991767,25766.658328877,0,13604.894216973,1543.321445917,65.554809147,-12.036595897,0,0,0,0,0,0,0,0,0,98804.612775544,14920.387866325,83181.526520755,0,565.733092452,136.965296012,98804.612775544,3483.172140363,36488.959217597,4852.715171151,50781.982337987,3197.783908446,11720.10126815,9665.515933612,88.669768484,1387.567770977,,1387.567770977,0,578.347795077,5954.516274613,4629.497793777,245.913643184,965.958104776,113.146732876,784.500726282,69.510723985,2.493849397,0,0,351.749752734,0,443.986022793,-10.943648218,-0.953026694,-0.979259164,-2.41875,0,-14.08077429,-53.864164261,99.732528303,217.844185844,199.757816307,0.330721426,0,-42.832765907,-275.365725765,-0.001703602,0,123.818226554,187.1349055,-63.316678946,0,1744.618886811,1834.520224933,0,-97.03313394,0,7.131795818,0,400.897681604,133.087089496,0.888813636,0,0,0,429.535839826,0,-0.677205507,0,0,0,-161.936855847,2402.923565171,2.521043925,1584.030955013,1410.204650164,113.784298441,0.426959674,0,59.615046734,374.599267142,97.024064734,277.575202408,371.503765301,70.934635791,-0.666102001,0,0
15,2022,142.8375,142.8375,,119802.569762625,26717.023325927,2138.5464771,16751.126325564,6158.529645742,10592.596679822,0,0,11921.364043605,9277.856286864,0,0,0,0,711.42870397,0,7622.417635892,944.009947002,8261.253579734,8261.253579734,0,0,0,0,13058.855033539,19104.610086186,1861.347068583,10710.587535523,119802.569762625,114097.472965814,3034.114928596,670.539465956,625.718716589,1374.72368567,119802.569762625,26277.220130612,22404.039156612,71121.310475401,119802.569762625,716.682310965,67695.927965795,2008.300492053,104.5065055,49276.945688312,0.2068,37333.104826049,37333.104826049,37301.811064784,20050.384534651,0,14262.304919754,2989.121610379,65.554809147,-34.261047882,,,,,,,,,,102203.189310223,10826,90831,0,313.047546474,232.057556135,102203.189310223,1839.720483137,25718.252260652,9801.909857288,62173.391453488,2669.915255658,14067.732085064,11844.124962969,418.826269921,1335.93745788,0,1335.93745788,0,468.843394294,7120.149043887,5387.07277364,397.252117334,1162.321877858,173.502275055,1014.174306465,70.000476772,4.17311212,0,0,432.510995595,0,617.895825001,-11.12507489,-2.314195505,-0.937931202,0,0,-24.357686364,-71.671215062,145.113883664,360.041202217,440.233831434,0.171316336,0,-208.999621636,-446.287949285,-0.044895402,0,-77.26501775,49.32635225,-126.59137,0,-140.196342607,190.259400906,0,-308.231291528,0,-22.224451985,0,644.161627316,351.078636811,0.232775204,0.232775204,0,0,432.117668544,0,-0.595784581,0,0,0,-138.904443866,3076.802357805,5.417610744,2030.006109354,1819.400972627,133.364781365,0.834267462,0,76.4060879,411.791512218,98.438354804,313.353157414,552.496210602,77.090914887,0,0,0
15,2023,,,,147206.466215571,33499.204836459,2472.096207549,18647.002079641,5913.009935955,12733.992143686,0,0,9363.793514185,8850.4824167,0,0,0,0,560.882454002,0,6999.9567564,1289.643206298,8846.534398858,8846.534398858,0,0,0,0,12532.556029515,16722.57201745,912.176268705,35360.048446509,147206.466215571,137184.721927528,3138.545588757,967.259763141,1255.63881917,4660.300116975,147206.466215571,38033.766274271,28064.635883567,81108.064057733,147206.466215571,463.495698638,90531.169704276,1754.825566491,94.645741098,54362.329505068,0,40291.755021791,40291.755021791,40265.842911369,23171.492258634,0,13938.53010301,3155.820549725,65.554809147,-39.642698725,,,,,,,,,,125945.932418559,15029.688541614,42266.684275056,68304.48875716,308.794452844,36.276391885,125945.932418559,2133.792134453,33409.026312307,10522.114401701,76763.595304632,3117.404265466,18126.740691299,15213.404380869,591.907050032,1905.76076477,0,1905.76076477,0,415.668495628,11361.222432425,8315.620304956,489.525234668,2368.162591912,187.914300889,882.062943945,59.217979068,1.672052424,0,0,197.182841756,0,739.430818992,-12.24943956,-0.997012664,-0.924118037,0,0,-3.124292713,-98.145885321,389.064968099,136.045782571,714.231353738,0.716786432,0,-6.658543081,-455.270411561,0,0,1.4963475,1.4963475,0,0,646.561649571,731.155077296,0,-79.211776882,0,-5.381650843,0,253.422391053,86.690315928,0.311713634,0,0,0,1412.973095467,0,-1.196848633,0,0,0,-1245.355885343,3171.42503856,3.384466924,1939.838578351,1701.608988298,153.085837915,4.945886707,0,80.197865431,496.478499699,103.741071791,392.737427908,633.346741724,98.376751862,0,0,0
15,2024,,,,170844.469638663,40809.797227319,4214.788033892,21401.253146546,9430.489967418,11970.763179128,0,0,6521.603613929,8302.025761512,0,0,0,0,523.463806362,0,6364.752796998,1413.809158152,13541.295798436,13541.295798436,0,0,0,0,28851.442834099,17402.254475969,435.927395983,29364.081350978,170844.469638663,161502.376407449,3933.969784987,1075.77680531,1710.943603143,2621.403037774,170844.469638663,49564.199330061,34385.606526892,86894.66378171,170844.469638663,326.116983634,110986.667867195,1496.462341275,121.482008412,57913.740438147,0,52589.033787156,52589.033787156,52570.05571831,19132.716627953,0,29050.157917998,4387.181172359,65.554809147,-46.576740301,,,,,,,,,,142459.763487912,20520.449982806,40144.91162652,81103.678377792,414.488189426,276.235311368,142459.763487912,2073.746792397,38487.393896214,8029.101082926,90599.696796955,3269.82491942,17954.213013236,14660.428140607,1166.102458984,1553.849222694,0,1553.849222694,0,573.833190951,9347.544341743,6788.976901608,415.233839435,2102.810498978,40.523101722,930.981459789,69.975062323,1.429274311,0,0,193.826733064,0,808.233648384,-16.300772986,-1.104051718,-1.991694822,0,0,-2.098543589,-120.988195178,310.954000786,282.756681069,564.703623624,0.548129618,0,-4.9558737,-532.092581539,-0.005978286,0,2.25003,2.25003,0,0,-188.421795033,129.460854582,0,-310.948608039,0,-6.934041576,0,406.650545083,211.356985356,45.664732665,0,0,0,764.949028484,0,-12.722531785,0,0,0,-602.597669637,3803.760652156,3.925714188,2261.241024089,1992.858256291,181.066395543,0.932763041,0,86.383609214,593.65610041,211.239994481,382.416105929,823.085967928,121.851845541,0,0,0
16,2015,0,0,0,79676.162,0,1578.507,8313.716,2421.711,4480.821,101.202,1309.982,19426.457,23770.719,3092.202,0,10.97,168.279,68.689,9.169,20292.955,128.455,1044.085,945.514,98.571,111.419,23.985,87.434,9009.211,0,373.155,16048.893,56164.794,55045.532,576.589,108.688,45.832,388.153,56164.794,13311.72,26519.807,16333.267,56164.794,6571.177,33098.04,22.732,358.612,16110.014,4.219,32159.897,29789.817,28955.122,16816.526,0,3006.634,5189.844,872.042,-37.347,2370.08,2680.135,0,0,0,0,2680.135,-310.055,-310.055,110984.894,45745.23,65002.138,0,164.869,72.657,110984.894,0,68060.185,0,42924.709,0,6968.76,4360.214,430.296,2126.617,0,2126.617,0,51.633,4348.857,3943.201,115.232,7.304,283.12,6.045,37.213,0,0,5.887,0,0,35.443,-30.508,0,0,0,0,0,-41.99,-10.469,113.008,166.176,0,0,-107.687,-181.966,0,0,0,0,0,0,10.959,6.863,0,-4.336,0,8.432,0,-138.491,0,0.458,0,0,0,16.299,0,0,0,0,-62.17,-93.078,1563.456,55.792,679.507,555.487,70.129,0.887,0,53.004,414.902,145.254,269.648,365.924,44.901,0,0,2.43
16,2016,0,0,0,79676.162,7764.46,2564.1,11046.969,4666.27,5027.774,153.926,1198.999,23554.905,20678.56,0,0.043,10.97,168.279,68.689,9.169,20292.955,128.455,1481.181,1412.788,68.393,111.419,23.985,87.434,9009.211,3092.202,373.155,0,79676.162,77802.729,985.89,160.52,109.998,617.025,79676.162,20909.75,42115.885,16650.527,79676.162,340.706,52572.305,16.348,385.008,26357.639,4.156,33246.425,32230.114,31624.67,15426.872,0,13703.798,2494,872.042,-266.598,1016.311,1553.047,0,0,0,0,1553.047,-536.736,-536.736,110984.894,45745.23,65002.138,0,164.869,72.657,110984.894,0,0,0,42924.709,68060.185,8907.851,6342.591,254.385,2264.574,2264.574,0,0,46.301,4884.081,4158.817,169.834,202.322,353.108,76.064999999,48.837,0,0,20.156,0,0,95.183999999,-46.697,0,0,0,0,0,-41.415,137.810999999,201.908,252.182,0,0,-61.925,-254.354000001,0,0,0,0,0,0,-222.44,33.73,0,-13.877,0,-242.293,0,-143.237,0,0.553,0,0,0,4.812,0,0,0,0,-126.478,-22.124,2031.488,67.79,1023.221,869.775,79.247,0.748,0,73.451,454.633,163.029,291.604,429.634,52.997,0,0,3.213
