Công ty,Năm,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
24,2016,2116.874,-1656.034,460.84,11.591,-8.839,2.752,31.845,0,53.021,170.424,-1.017,169.407,0,717.865,-573.743,144.122,-74.485,69.637,-2.496,0,-2.496,67.141,0,67.141
24,2017,2652.961,-1879.777,773.184,26.789,-10.02,16.769,16.842,0,43.357,162.77,-0.978,161.792,0,1011.944,-799.283,212.661,50.392,263.053,-0.598,0,-0.598,262.455,0,262.455
24,2018,3441.395,-2396.937,1044.458,31.828,-16.651,15.177,1.422,0,192.379,101.196,-1.483,99.713,0,1353.149,-872.878,480.271,-79.279,400.992,-79.008,0,-79.008,321.984,0,321.984
24,2019,4600.345,-3384.416,1215.929,63.564,-15.273,48.291,7.5,0,310.215,165.083,-3.091,161.992,0,1743.927,-1076.884,667.043,-54.069,612.974,-127.324,0,-127.324,485.65,0,485.65
24,2020,5075.804,-4506.045,569.759,85.358,-22.853,62.505,37.644,0,852.272,165.192,-6.779,158.413,0,1680.593,-1252.588,428.005,-47.947,380.058,-80.513,0,-80.513,299.545,0,299.545
24,2021,6086.498,-4600.29,1486.208,147.804,-52.996,94.808,11.767,0,475.575,190.909,-1.586,189.323,0,2257.681,-1142.313,1115.368,-479.586,635.782,-129.187,0,-129.187,506.595,0,506.595
24,2022,7117.428,-5306.548,1810.88,201.718,-80.004,121.714,55.61,0,61.667,277.187,-2.488,274.699,0,2324.57,-1367.537,957.033,-300.921,656.112,-133.485,0,-133.485,522.627,0,522.627
24,2023,9760.915,-7761.017,1999.898,189.796,-86.448,103.348,65.295,0,77.648,161.312,-10.665,150.647,0,2396.836,-1469.723,927.113,-115.168,811.945,-165.079,0,-165.079,646.866,0,646.866
24,2024,9721.857,-6910.284,2811.573,231.629,-94.903,136.726,80.215,0,19.009,463.62,-9.78,453.84,0,3501.363,-1565.226,1936.137,-804.839,1131.298,-230.373,0,-230.373,900.925,0,900.925
25,2015,1313.359,-690.537,622.822,51.113,-20.249,30.864,21.822,2.565,0,38.658,-18.007,20.651,1.735,700.459,-377.44,323.019,-268.286,54.733,-11.619,0,-11.619,43.114,0,43.114
25,2016,1370.478,-737.979,632.499,53.64,-19.804,33.836,18.561,-0.002,0,68.985,-19.48,49.505,0.6,734.999,-424.858,310.141,-135.932,174.209,-34.809,0,-34.809,139.4,0,139.4
25,2017,1503.24,-846.645,656.595,58.683,-20.752,37.931,18.323,0,0,74.643,-34.064,40.579,1.498,754.926,-402.234,352.692,-281.678,71.014,-16.419,0,-16.419,54.595,0,54.595
25,2018,1522.309,-861.754,660.555,64.649,-21.675,42.974,24.841,0,0,132.293,-17.058,115.235,1.608,845.213,-449.103,396.11,-343.592,52.518,-10.887,0,-10.887,41.631,0,41.631
25,2019,1639.732,-907.431,732.301,65.494,-21.463,44.031,11.589,0,0,92.781,-17.355,75.426,1.408,864.755,-486.328,378.427,-197.24,181.187,-36.565,0,-36.565,144.622,0,144.622
25,2020,1573.131,-982.462,590.669,59.729,-22.158,37.571,31.571,-0.04,0,95.951,-8.374,87.577,1.408,748.756,-468.663,280.093,-158.968,121.125,-24.079,0,-24.079,97.046,0,97.046
25,2021,1534.169,-944.998,589.171,53.781,-26.02,27.761,39.981,0,0,133.904,-14.604,119.3,106.916,883.129,-573.544,309.585,-155.472,154.113,-31.427,0,-31.427,122.686,0,122.686
25,2022,1886.625,-1011.307,875.318,66.776,-28.571,38.205,47.797,0,0,100.89,-10.243,90.647,3.488,1055.455,-568.001,487.454,-250.448,237.006,-47.017,0,-47.017,189.989,0,189.989
25,2023,2529.101,-1637.157,891.944,66.25,-27.246,39.004,33.611,0,0,210.782,-10.945,199.837,7.191,1171.587,-570.437,601.15,-268.905,332.245,-65.456,0,-65.456,266.789,0,266.789
25,2024,2175.145,-1470.867,704.278,65.093,-31.566,33.527,19.16,0,0,157.439,-13.535,143.904,0,900.869,-630.387,270.482,-171.138,99.344,-20.176,0,-20.176,79.168,0,79.168
26,2015,1413.357,-758.09,655.267,56.923,-35.094,21.829,6.107,0,36.015,42.305,-21.086,21.219,7.125,747.562,-485.011,262.551,-210.282,52.269,-11.461,0,-11.461,40.808,0,40.808
26,2016,1490.786781679,-795.446564049,695.34021763,48.591815703,-31.833828673,16.75798703,25.336087484,0,7.195538792,31.523383385,-2.079586179,29.443797206,1.874834,775.948462142,-419.228946376,356.719515766,-203.464242957,153.255272809,-30.628043809,0,-30.628043809,122.627229,0,122.627229
26,2017,1862.826684646,-1079.214474113,783.612210533,60.607597233,-38.641280311,21.966316922,30.395418948,0,9.39899849,175.417914133,-2.856412996,172.561501137,0,1017.93444603,-476.856661424,541.077784606,-460.683517462,80.394267144,-15.889224837,0,-15.889224837,64.505042307,0,64.505042307
26,2018,2002.938352283,-1155.126617401,847.811734882,76.427807127,-43.778295885,32.649511242,42.196165083,0,6.554883584,283.537990112,-15.690640762,267.84734935,0,1197.059644141,-519.58200227,677.477641871,-518.965146563,158.512495308,-31.591319238,0,-31.591319238,126.92117607,0,126.92117607
26,2019,2258.056583019,-1402.631614876,855.424968143,76.207687387,-43.749139186,32.458548201,50.644084476,0,7.103603695,428.114592787,-190.796777505,237.317815282,14.4,1197.349019797,-561.66543801,635.683581787,-546.034200956,89.649380831,-15.028503894,0,-15.028503894,74.620876937,0,74.620876937
26,2020,2371.216402023,-1464.788372924,906.428029099,69.684485168,-39.68935154,29.995133628,31.500381445,0,21.32487975,182.902406785,-25.355203904,157.547202881,1.392884309,1148.188511112,-655.043136728,493.145374384,-280.923870629,212.221503755,-42.713921043,0,-42.713921043,169.507582712,0,169.507582712
26,2021,2396.78,-1658.666,738.114,84.695,-36.343,48.352,21.661,0,61.77,297.745,-4.278,293.467,2.492,1165.856,-664.372,501.484,-178.187,323.297,-64.917,0,-64.917,258.38,0,258.38
26,2022,2748.34,-1538.115,1210.225,117.677,-38.452,79.225,42.681,0,27.266,170.683,-18.643,152.04,0.044,1511.481,-745.913,765.568,-259.833,505.735,-102.048,0,-102.048,403.687,0,403.687
26,2023,3461.483,-2154.514,1306.969,99.301,-64.611,34.69,19.451,0,-3.454,43.472,-2.175,41.297,0.132,1399.085,-808.207,590.878,-235.331,355.547,-72.081,0,-72.081,283.466,0,283.466
26,2024,3496.81,-1837.972,1658.838,100.087,-82.183,17.904,0.251,0,-54.677,209.949,-1.016,208.933,0.148,1831.397,-973.967,857.43,-431.982,425.448,-85.645,0,-85.645,339.803,0,339.803
27,2015,2598.017,-1618.223,979.794,64.265,-21.336,42.929,0.635,-7.577,29.1,37.014,-14.446,22.568,17.191,1084.64,-588.53,496.11,-243.615,252.495,-58.208,0,-58.208,194.287,0,194.287
27,2016,3211.377,-2062.781,1148.596,63.666,-39.735,23.931,20.322,-0.15,58.206,33.102,-18.171,14.931,42.949,1308.785,-781.533,527.252,-481.998,45.254,-12.391,0,-12.391,32.863,0,32.863
27,2017,3939.409,-2705.695,1233.714,75.865,-48.834,27.031,25.235,-3.468,151.899,300.188,-51.632,248.556,0.193,1683.16,-861.316,821.844,-520.687,301.157,-61.914,0,-61.914,239.243,0,239.243
27,2018,5246.705,-3540.092,1706.613,113.049,-60.525,52.524,29.873,-68.594,29.255,57.08,-12.568,44.512,2.057,1796.24,-1154.419,641.821,101.142,742.963,-151.689,0,-151.689,591.274,0,591.274
27,2019,7120.834,-4934.698,2186.136,160.509,-87.144,73.365,24.728,64.597,115.91,25.219,-24.888,0.331,0.987,2466.054,-1553.65,912.404,12.142,924.546,-192.757,0,-192.757,731.789,0,731.789
27,2020,9077.13,-6473.185,2603.945,210.024,-92.616,117.408,46.329,12.12,195.997,226.22,-7.618,218.602,0.063,3194.464,-1630.769,1563.695,-558.209,1005.486,-205.822,0,-205.822,799.664,0,799.664
27,2021,11054.339,-6771.15,4283.189,280.585,-72.935,207.65,45.872,0,272.986,24.187,-15.361,8.826,0.151,4818.674,-2239.731,2578.943,-779.852,1799.091,-364.728,0,-364.728,1434.363,0,1434.363
27,2022,12966.35,-7847.229,5119.121,402.809,-127.917,274.892,57.046,0,119.367,319.953,-17.431,302.522,100.352,5973.3,-2841.928,3131.372,-863.393,2267.979,-460.103,0,-460.103,1807.876,0,1807.876
27,2023,19338.34,-12691.031,6647.309,1141.5,-551.469,590.031,14.607,0,59.287,499.52,-166.581,332.939,0.038,7644.211,-3492.455,4151.756,-847.804,3303.952,-682.333,0,-682.333,2621.619,0,2621.619
27,2024,17411.707,-9473.887,7937.82,951.804,-390.838,560.966,2.807,0.864,123.787,467.824,-42.027,425.797,0.022,9052.063,-3985.763,5066.3,-520.902,4545.398,-938.305,0,-938.305,3607.093,0,3607.093
